WEB_TEXT,TITLE,DESCRIPTION,KEYWORDS,TARGET
,,"At Garden View Family Restaurant we are happy to provide you with the best selection of delicious entrees in Appleton. Our diverse menu is a collection of delicious and freshly prepared recipes. Stop in an dine in our fun, colorful family friendly environment today!",,restaurant
,,"Daily Jam is a casual and fresh spot for breakfast, lunch, brunch, and cocktails daily. Taste the fresh-from-scratch difference of our pastries and sandwiches.",,restaurant
Are you 18+ years of age? Yes,,,,restaurant
"Attention As of right now, we will not Please Stay Home and Stay Healthy New location : 12305 120th Ave NE Ste H Kirkland WA 98034 Tel: (425) 821-8898 We offer a casual atmosphere for lunch and dinner, we look forward to serving you from our exceptional Szechuan dishes. Our hand shaven noodles and sauces are make from scratch, and we have been providing a unique Szechuan style meals for several years, word of mouth have made our restaurant a local's favorite. Make a",,,,restaurant
,Pizza Hamilton | 1085 Eaton Ave | Karen's Pizzeria,Daily Specials for Hamilton staple Karens Pizza. Visit us at Karen's Pizzeria.,"hamilton pizza, pizza, pizza hamilton, pizza specials",restaurant
,,"Bed and Breakfast Accomodation in Dublin close to Dublin City Centre, Dublin Airport and Howth","Dublin,Accommodation,B&B,Bed and Breakfast,Ireland,Hostel,Hotel,Howth",acommodation
A warm and welcoming smile awaits your every visit! (425) 316-3600 Like Us On Copyright ©2004-2019 Silver Dragon Chinese Restaurant All Rights Reserved,,,,restaurant
,,Great Steak | -,,restaurant
Domain is for sale,,,,accommodation
,,"Bodhi Kosher Vegetarian Restaurant, Best Vegetarian Restaurant in New York, We serve Appetizer, Soup, Main Course, Noodle, Fried Rice, Drinks, Dessert, Appetizer(Gluten Free), Soups(Gluten Free), Vegan Sushi, Dim Sum and so on, Online Order Pick Up, Online Order Delivery.",,restaurant
,Homegrown Smoker | Portland's Vegan Barbeque,Homegrown Smoker-- Vegan BBQ + Comfort Food in PDX | Est. 2009,"Vegan, barbeque, bbq, comfort food, vegan barbeque, vegan bbq, vegan comfort food, vegan junk food, vegan restaurant",restaurant
,,Information on the Legendary Biff-Burger Drive-Ins and the National Biff-Burger System,,restaurant
,,"We started La Potosina Restaurant in 1997 with one goal in mind, to showcase our iconic Mexican culture through authentic Mexican food! our rich culture is represented throughout our restaurant's decor in paintings, murals, and even in our tables. Check us out! Hundreds of great reviews mention how delicious our food is and how great our service is. We hope to see you soon!","La Potosina, La Potosina Restaurant, Mexican Restaurant in Danville, La Potosina Restaurant Danville, La Potosina Restaurant Watseka, Mexican Restaurant in Watseka, Catering in Danville, Catering in Watseka, mexican food, where to eat, restaurants near me",restaurant
,Royal Tandoor,"Royal Tandoor restaurant is one of the best Indian restaurants in Santa Clarita. We serve delicious Indian food at the best price, our service is very good. Visit us for a memorable meal with your family or order food online.","famous Indian restaurant santa clarita , tandoori chicken delivery santa clarita, Indian food restaurant near santa clarita, popular Indian food place in santa clarita, famous Indian food dishes, good Indian restaurant in santa clarita, healthy Indian food near me, Indian dishes in santa clarita, best Indian food place in santa clarita, Indian food online order, Indian takeout near me, Indian buffet neat me, south Indian food near me, authentic Indian food in santa clarita",restaurant
,,"Taqueria Jalisco is inspired by family origins rooted in Jalisco, Mexico, the owner and staff strives to bring the most authentic Mexican cuisine to Douglasville.","Taqueria Jalisco Mexican Restaurant, Mexican Bar and grill, Mexican Cuisine, Mexican Douglasville, Douglasville GA, Fajitas, Enchiladas, Tacos, Burritos, Margaritas, Mexican Catering, Mexican Dinning, Family Restaurant, Sport Bar,",restaurant
,Welcome,WELCOME TO EL BURRITO GRILL Home of the Best Wet Burrito Here we cook the Best Mexican food you have ever had. We start with only the freshest ingredients and cook it just the way you like.,,restaurant
,The Venice Whaler,"Welcome to The Venice Whaler, a local institution, welcoming locals and visitors alike, since 1944.","the venice whaler, the whaler venice, venice whaler",restaurant
,,"Welcome to StateSide Deli & Restaurant! We are located at 3552 Meridian Crossing Dr, Okemos, MI 48864. Our phone number is 517-853-1100. We look forward to seeing you soon!",,restaurant
"Minnesota Department of Health search input field Search Minnesota Department of Health Protecting, maintaining, and improving the health of all Minnesotans Topics Featured COVID-19 Information News & Announcements 651-201-5000 Phone Information on this website is available in alternative formats upon request.",,,,restaurant
"Please pardon our appearance while we transform from Pressed Boston into Squeeze Juice Co. Be prepared for Pressed classics married with Squeeze mainstays. To see who we are becoming, please visit us here! leave this field blank Name Email Success! Thank you for signing up. An error occurred.",,,,restaurant
,,"Chicken, Root Beer, Restaurant, Footlong, Hotdog, Pulled Pork, Chilidog","Chicken, Root Beer, Restaurant, Footlong, Hotdog, Pulled Pork, Chilidog",restaurant
,Burrito | United States | Salsa Fresca Mexican Grill,Fresh Food You Can Trust at Salsa Fresca Mexican Grill with No Freezers and All Food Prepared Onsite. A Better Burrito using traceable ingredients that simply taste better.,,restaurant
"Tummy Yummy Cuisine 794 E 14th St Unofficial Website Yummy Yummy Chinese offers delicious dining, takeout and delivery to San Leandro, CA. Hours: Email RSS",,,,restaurant
"Spiddal County Galway Bed and Breakfast Family Home Frances & Paul welcome you Facilities * Price: Min €33pps, Max €36pps &nbsp * Home Baking and Organic Produce Local Attractions * Sandy Beach within 2km +353-87-2576576 &nbsp +353-91-553212 &nbsp frances@galwaybay.com",,,,accommodation
,Dos Coyotes Border Cafe | Healthy Mexican | Spanish Menu | Southwestern Style,"Healthy Mexican, Spanish Menu, Southwestern Style Menu - doscoyotes.com. Get the best healthy Southwestern-style and Mexican food at Dos Coyotes, located in Davis, Roseville, Elk Grove, Folsom, and Sacramento, California!",,restaurant
,,"Ireland Kerry Holidays, offer a 4 bedroom holiday cottage for rent in Fenit near Tralee in Co Kerry, Ireland.","ireland, holiday cottage, co kerry, tralee, sea view, cottage for rent, cottage in co kerry, holiday in ireland, Ireland tourism travel, Wild Atlantic Way.",accommodation
"043 332 3320 | USA 732 533 2051 Unique Country House B&B 4-Star Self Catering Cottages ""There's music in my heart all day, I hear it late and early, it comes from fields are far away, the wind that shakes the barley (Kathariene Tynan)"" Bed & Breakfast Marie Edgeworth Suite Family Room En Suite 2 Double+Single En Suite 1 Double+Single Standard 1 Double En Suite Welcome 4-Star Self Catering Cottage 1: Sleeps 7 Cottage 2: Sleeps 5 Wheelchair accessible Fully fitted Kitchen facilities Towels & Bed Linen Included Well worth a visit, enchanting place to stay. Could not find fault with anything. Spotlessly clean, food fabulous, very peaceful and relaxing. Hostess and family couldn’t have been nicer Hope to return again. Ellen - Cork - Ireland This is a unique B&B in a very convincing Tudor house in the middle of beautiful Longford countryside. Lovely big bedroom. Patsy was very helpful and attentive, in fact she couldn’t do enough to make our stay enjoyable. Caroline - Solihull, UK © 2015 - Longford Country House | Website by Irish Seven Summits",,,,accommodation
,ButtercuP Diner,"Fresh home made food at an affordable price. Stop in for breakfast, lunch or dinner! Don't forget to save room for our delicious freshly baked pies!","breakfast concord, breakfast oakland, breakfast vallejo, breakfast walnut creek, concord pies, oakland pies, pies, vallejo pies, walnut creek brunch, walnut creek pies",restaurant
About Us © Copyright Agência Fixxar,,,,restaurant
,Cha-Ya Restaurant,Vegan Japanese food inspired by Zen cooking,,restaurant
"Order Online version=""1.0"" encoding=""UTF-8""? Irori Sushi About Irori Sushi It is our great pleasure to serve you with the highest quality food and excellent service at the best prices. On the frontier of Japanese fusion restaurants, we are proud of our unique and wonderful cuisine which is created from the finest ingredients. We promise you the freshest seafood, meat and produce. The fun & friendly atmosphere of the sushi bar and the beautiful presentation of each dish with their remarkable and distinctive flavors have made us and experience that inspires our guests to return again and again. ©2020 by Irori Sushi Created with",Irori Sushi,,,restaurant
,,Gumby’s Pizza and Wings is home to the world famous Pokey Stix and is a college favorite for pizza delivery. Order online or call ahead today.,,restaurant
,Dulce Vegan,"Cafe Updates: ​ We are currently taking pre-orders for curbside pick-up, Thursday-Sunday from 9am-2pm. Walk-ups are now available with limited selection on a first come, first serve basis. ...",,restaurant
Visit Your Favorite Rudy’s Location Visit Your Favorite Rudy's Location For over 40 years Rudy’s has had the honor of serving the finest Mexican food in the Quad Cities. Muchos Gracias!,,,,restaurant
,,Welcome to the OFFICIAL WEBSITE for Aghadoe House B&B Dublin. Convenient to Dublin City Centre and Dublin Airport. Beautiful Edwardian B&B in Dublin. Enquire Now.,"aghadoe house, b&b dublin, b&b ireland, b&b in dublin, b&b in ireland, dublin hotels b&b, b&b dublin airport, b&b dublin city, accommodation dublin b&b, b&b accommodation dublin,",accommodation
"Open Daily with Patio Seating No reservations required 424-298-8106 3456 Motor Ave. #101 Los Angeles CA, 90034",Menu | Lobster & Beer,,,restaurant
"Primary Navigation Keese's Simply Delicious Order Now We deliver to any location in a 5-mile radius to the Keese’s Simply Delicious. Delivery time varies based on your location and up to 2 miles there is no delivery fee! Our Menu For those with pure food indulgence in mind, come next door and sate your desires with our ever changing internationally and seasonally inspired small plates. We love food, lots of different food, just like you. Call Now: from the Garden Catering We at Keeses offer premium catered services across South Florida and Fort Lauderdale area. For events, weddings, bachelor, bachelorette parties among many to list. About Keese’s Simply Delicious Follow Along Working Hours Monday : 11:00am – 11:00pm © Keeses 2020 • 4350 N. Ocean Dr. Fort Lauderdale, FL 33308 • Phone:",,,,restaurant
,Boutique Hotel | Hotel Pattee | United States,"Situated in the heart of Perry, IA rests a gorgeous red brick facade that's home to the crown jewel of the town, our very own Hotel Pattee. Opened in 1913, our home is a testament to midwestern hospitality welcomes anyone to come experience a luxurious escape in the best of boutique hotels.",,restaurant
", &nbsp Toggle navigation WELCOME TO BOMBSHELLS Enjoy great food with friends on the huge patio. Bombshells restaurant offers an exciting atmosphere, great food, live entertainment and a great location with plenty of parking. We offer an extensive menu with our focus being unique presentations and outstanding taste all complimented with a scratch kitchen and handmade approach. The same direction is taken with our beverage menu; extensive, refreshing and always unique. GREAT TIMES & GREAT FOOD Opening Hours 11AM-2AM SUBSCRIBE TO OUR NEWSLETTER Join our digital mailing list to receive updates on specials at Bombshells Close VISIT US AT CONNECT WITH US Copyright © 2013 - 2020, RCI Internet Services, Inc., All Rights Reserved. |",,,,restaurant
"Main Street | Emyvale | Co Monaghan Welcome to An Teach Bán Email: Eircode: A warm welcome awaits you at An Teach Bán from hosts Fergus and Anna Murray. An Teach Bá The accommodation is fully approved by Failte Ireland and is registered with the B&B Ireland. Its convenient location, comfort and friendly atmosphere have made it a favourite with guests down through the years. A glance through the visitor’s book will confirm how tourists from all over the world have enjoyed their stay here. Emyvale is on the N2 11km north of Monaghan town and 8km from Aughnacloy in N.I. Dublin airport can be reached in 1.5hrs (All towns are bypassed) and Belfast in 1hr The picturesque village of Glaslough and Castle Leslie is approx. 4 km. Anna & Fergus Murray Free WiFi Search Latest Reviews",,,,accommodation
,,,"Restaurants, restaurant, cafe, organic, organic milk, organic butter, organic sprouts, healthful healthy organic foods, organic cuisine, health foods, recipe book, St. Augustine, Manatee, Save the Manatee, Chef Cheryl Crosley",restaurant
,Home - Sonny's BBQ,"Real southern BBQ, slow-smoked in house every day. Pork, brisket, chicken, ribs and all your favorite sides, Sonny’s BBQ is your go-to for lunch, dinner, to go and catering.",Sonnys BBQ,restaurant
"SERVE Follow Us Contact Us 157 Larchmont Ave, Larchmont, NY 10538 ​Monday - Thursday: 8am - 8pm ​​Friday - Saturday: 8am - 5:30pm​ Sunday: 9am - 8pm 914-834-3572 Submit Thanks for submitting! © 2020 by Apiary. Proudly created with",HOME | Apiary,,,restaurant
,,"Cinco De Mayo Family Mexican Restaurant proudly serves genuine Mexican food. Visit us and taste our Mexican dishes here in La Grande and Union County, OR.",cinco de mayo family mexican restaurant,restaurant
,Maize Mexican Grill | Contact,"Maize is an authentic Mexican grill in Champaign, Illinois inspired by the wonderful restaurants in our hometown of Mexico City.","Best Mexican, Burrito, Champaign, Maize, Mexican, Restuarant, Taco",restaurant
,"Sammy Carry-Out - Washington, DC 20017 (Menu & Order Online)","Online ordering menu for Sammy Carry-Out. We serve American and Chinese cuisine here at Sammy Carry-Out including Ribs Tips, Fried Chicken Gizzard, Wonton Soup, Wings, Hunan Chicken, Szechuan Beef, and more. We're located north of Rhode Island Avenue at the corner of Franklin Street and 12th Street. Order online for carryout or delivery!",,restaurant
Join Our Newsletter Email Address / (310) 316 -1047 / Copyright © 2016 Redondo Beach Cafe,,,,restaurant
,,Wandesforde House is a comfortable rural Bed and Breakfast offering friendly and relaxing guest accomodation.,"Wandesforde, Bed and Breakfast,B and B, Accomodation, Kilkenny, Carlow, South East",accommodation
,,"Just Restaurant, one of the best restaurants in Middlesex County NJ, offers an upscale casual dining experience. Enjoy a memorable dinner service at one of the Middlesex County NJ Best restaurants. Our professional and courteous staff is the reason Just is known as one of the Middlesex County New Jersey best restaurants.","best restaurants middlesex county, best restaurants middlesex county nj, best restaurants middlesex county new jersey, best restaurants in middlesex county, best restaurants in middlesex county nj, best restaurants in middlesex county new jersey, middlesex county best restaurants, middlesex county nj best restaurants, middlesex county new jersey best restaurants, best middlesex county new jersey restaurants, best middlesex county nj restaurants, best middlesex county restaurants",restaurant
,Welcome to Thee Office Pub - Thee Office Pub,"Thee Office Pub & Cookery has been “Romeo’s Gathering Place” since 1980. Our fantastic food, friendly service, large portions and unbeatable values make a great place for the whole family to eat. Our menu includes a wide variety of delicious sandwiches, healthy salads, homemade soups, hand pattied burgers, sizzling steaks, and even a menu for […]",,restaurant
Online ORDERING now AVAILABLE! Menu We are now open! Limited capacity seating. See our hours at bottom of page. Please note last seating will be 30 minutes prior to closing times each day. We are currently updating our site. Pardon us while we are currently reworking our site to adjust to the current situation due to Covid 19 social distancing. Company Information HOURS Last seating is 30 min prior to close. Monday-Thursday Friday Saturday Sunday LOCATION Gift Cards GET GIFT CARD,,,,restaurant
,,"Sammy's Pizza & Italian Restaurant was founded on Traditional Italy Family Recipes Lovely perfected back in 1958. Offering the best and freshest homemade ingredients to produce mouth-watering pizzas, pasta dishes, and sandwiches.",,restaurant
,Massey's Pizza - Central Ohio's Award Winning-Pizza,"Massey's Pizza, multi award-winning and known as the ""cadillac of pizza"" with 15 convenient locations. Try our salads, subs and more!",,restaurant
,Now Open | Benito's Taco,"New place, same great taste! WE ARE NOW OPEN 11419 Santa Monica Blvd (in the Colony building)",,restaurant
"Delicious Cali style Tacos and Burritos Delicious Cali style Tacos and Burritos Delicious Cali style Tacos and Burritos Delicious Cali style Tacos and Burritos Delicious Cali style Tacos and Burritos Welcome Updated hours due to COVID-19 Tuesday - Friday: 10am - 8pm Saturday: 10:30am - 8pm Sunday: Closed Monday:Closed Menu Contact Us Elena's Taco Shop #1 6105 Summer Avenue, Memphis, Tennessee 38134, United States Hours Open today 10:30 am – 08:00 pm Updated hours due to COVID-19 Tuesday - Friday: 10am - 8pm Saturday: 10:30am - 8pm Sunday: Closed Monday:Closed Questions, Comments? Questions, Comments? Name Email* Send Cancel Elena's Taco Shop #2 8610 Ricky Bell Cove, Memphis, Tennessee 38133, United States Hours Open today 10:30 am – 08:00 pm Updated hours due to COVID-19 Tuesday - Friday: 10am - 8pm Saturday: 10:30am - 8pm Sunday: Closed Monday:Closed Questions, Comments? Questions, Comments? Name Email* Send Cancel Copyright © 2018 Elena's Taco Shop - All Rights Reserved.",Delicious Cali style Tacos and Burritos,,,restaurant
,"Lalo's Mexican Restaurants | Mexican Cuisine, Live Music, and Group Dining in Chicago, IL",Lalo's Mexican Restaurants. Authentic Family Recipes. Famous Margaritas.,"lalo's, mexican restaurants, mexican, live music, margaritas,",restaurant
"Italian Restaurant Annapolis, Maryland We look forward to seeing you soon! 1/2 priced bottles of wine all day 36 West Street Annapolis, MD 21401 Lunch : Mon – Fri 11:00am-2:30 pm Dinner: Every day, starting at 5 p.m. For reservations please call 410.267.9950 NOTE: We are no longer partnering with restaurant.com. We will honor existing certificates through December 30,2013. Restaurant.com certificates cannot be used on Friday and Saturday nights, the $10 certificates can be used for lunch and the $25 certificates can be used for dinner only. When using any discount certificates, coupons or offers no one at the table can order our 4 course, our 1/2 price wine or 1/2 price appetizers. Must be presented prior to ordering, one per table and no separate checks. No discount certificates can be used on carry out, restaurant week menus, valentines day, new years eve or wine dinners. Thank you, if you have any questions please email",,,,restaurant
,Hotels in Cavan | Cavan Hotels | Hotels Cavan,"Hotels in Cavan - Lakeside Manor Hotel, Family Run Country Manor Hotel situated on the shores of Lough Ramor Co. Cavan. Friendly and welcoming atmosphere.",,accommodation
,Home,Leverage agile frameworks to provide a robust synopsis for high level overviews. Iterative approaches to corporate strategy foster collaborative thinking to further the overall value proposition. Organically grow the holistic world view of disruptive innovation via workplace diversity and empowerment.,,restaurant
"Restaurant, Casual, Cuisine Main menu home tuesday ~ saturday 11:30 ~ 8:45 sunday brunch 8 ~ 2 reservations recommended, take out available all major credit cards accepted 679 stokes road, medford nj P: (609) 953-9462 © 2019 Zinc Cafe, NJ TwentyElevenZinc design by Evans Media Management",,,,restaurant
,,"El Mariachi Mexican Restaurant traditional Authentic Mexican and Spanish cuisine in Albany, New York includes Pollo Al Chipotle, Tacos Al Carbon, and Cochinita Pibil, best food (Times Union).","el mariachi, mexican, restaurant, spanish, cuisine, pollo al chipotle, tacos al carbon, cochinita pibil, best food, (Times Union), salads, fajitas, enchiladas, steak, seafood, chicken, shrimps, vegetarian, beer, drinks, veal",restaurant
,Casa Orozco Mexican Restaurants -Tri Valley Locations,Flavor meets flair! Casa Orozco in Dublin and Livermore offers authentic and appetizing Mexican cuisine for the most discerning palates,,restaurant
,Home - Aqua Grill: Over 25 Years of Excellence,"Established in 1988 and reinvented for 2016, Aqua Grill offers guests a beautiful, new contemporary restaurant concept located directly on the lake in the renovated Sawgrass Village shopping center. Guests will enjoy award-winning cuisine from an eclectic, multi-ethnic menu featuring the freshest of local ingredients prepared to order. We offer private banquet facilities, a fully […]",,restaurant
,"Key Pizza - Oven Baked Sandwiches, Pizza, Pizza Shops",Home of the Original Stuffed Crust Pizza and hot oven baked sandwiches at Key Pizza in Hammond,,restaurant
,Grateful Bread Company - Creating Handmade Artisan Breads for Denver's Best Chefs,"Grateful Bread Company is a local, family owned and operated bakery providing handmade artisan breads for Denver's best chefs","artisan,bread,handmade,bakery,artisan bakery,Denver,James Beard,handcrafted,all natural,local,artisan bread,wholesale",restaurant
,The Shak Drive-In,Check out this GoDaddy hosted webpage! http://shakdrivein.com.,,restaurant
"We feel proud and humbled by the dedication of our customers who depend on our meals 3 to 5 days a week. Our regular clients include MIT, Tufts, Harvard and companies from Cambridge, Boston, Somerville, Waltham and surrounding areas. We have been serving our customers since 2004.",,,,restaurant
,"6815 S. Emerson Ave., Indianapolis, IN - Jersey Mike's Subs","Jersey Mike's Subs makes a Sub Above - fresh sliced, authentic Northeast-American style sub sandwiches on fresh baked bread. Subs are prepared Mike's Way® with onions, lettuce, tomatoes, oil, vinegar and spices. More than 2,000 locations open and under development throughout the United States.",,restaurant
"Toggle navigation About Us Here at Oliver's Cafe, we aim to provide a fresh and affordable dining experience with a clean and casual atmosphere. All of our food is made from scratch using high quality ingredients. Each day we roast our chickens, fresh cut our potatoes, make scratch soups, and bake fresh pastries. We take pride in being a positive addition to the Lents community. Menu All Breakfast Lunch Other Our Featured Dishes Have a look to our dishes! Each food is handmade at the crack of dawn, using only the simplest of ingredients to bring out smells and flavors that beckon the whole block. Stop by anytime and experience simplicity at its finest. Reserve for Private Party Reservations Host your next private event here at Oliver's Cafe! Please Private Event Hours Mon to Sun: 5:00 PM - 10:00 PM FOLLOW OR DIAL © Oliver's Cafe BACK TO",,,,restaurant
Index of / 2015-04-15 17:53 1.7K,,,,restaurant
"Prev Next BLDG24 Building 24 The hottest nightclub to hit the area, Building24 We also have a full kitchen and bar with a variety of gourmet meals, craft beers and refreshing cocktails available. To ensure proper seating during, after, or before our concert events, please give us a call at Take a virtual tour of Building 24 by following the link below. Kitchen Dinner Hours Mon Closed Tues-Friday 4 – 11pm for dining Sun Closed Night club permanently closed. Club Hours Latest News! Download Building 24 Weâre back with takeout! We miss everyone! Available this Friday, while supplies last! Pre order by email All orders must be placed by 4PM Thursday. Upcoming Soon Recently Added Connect with us. 1115 Bern Road Wyomissing, PA 19610 | 610.375.2700",,,,restaurant
,"Breakfast Station - Restaurant, Breakfast","Breakfast and lunch served 7am-3pm every day. Delicious food, exceptional service, and friendly atmosphere!",,restaurant
,,"Rhu Glenn is a 3 star hotel Situated in the South-East, means our guests have access to some of the most beautiful scenery, and coastal areas in Ireland.",,accommodation
,,"Capri Pizzeria, Boonville, New York","pizza, pizzeria, capri, capri pizza, capri pizzeria, boonville, wings, italian, italian food",restaurant
"Temporary Closure The Thirsty Ear is closed as part of the measures to mitigate the spread of COVID-19. We will post updates here as soon as we have more information about reopening. Please contact us at If you would like to keep in touch with the Thirsty Ear community, please reach out to Virtual Trivia Tournament We might be social distancing, but we can still socialize virtually! We are hosting virtual trivia on Tuesdays at 8 PM over Zoom. Please contact us at Pub hours Tuesdays 7 PM to ≲11 PM Thursdays 8 PM to 11:30 PM. The pub closes for MIT academic holidays. All closures will be indicated on the Regular Programming Triva Tuesdays from 8 PM. Karaoke Thursdays starting at 9 PM. We Check All IDs Please have both MIT ID and 21+ government ID ready at the door. Acceptable forms of 21+ ID include passports and US IDs. MIT ID proves MIT affiliation, as we are privately licensed establishment. Directions to the Pub The pub is located in Ashdown (NW35) at 235 Albany St. The front desk will let you in. Proceed through the courtyard to the double doors. The pub is to the left.",,,,restaurant
Taste of Red Iguana has moved!,,,,restaurant
"Let Food Be Thy Medicine Simple Bliss Organic Our Mission has always been To Provide the Highest Quality Plant-Based Ingredients Available. Our Philosophy is Simple... LET FOOD BE THY MEDICINE! Handcrafted ​Drinks organic vegan cafe & market Delight in one of our Blissful Beverages Simple Bliss Signature & More Taste the Magic of our Pastries Sweetened with Coconut Sugar, Coconut Nectar & Dates ​- Special Orders Welcome - Bliss SIMPLE ​​​ Signature Dishes Enchanting Desserts​ Our extensive menu is blissfully prepared with only the freshest organic produce. We ensure the quality of our dishes with the quality of our ingredients. - All items Soy-free & Gluten-free - Covid Update In Our Ongoing Effort to KEEP TAHOE HEALTHY We Are Now Contactactless! For Ordering & Pick-Up Thank You for Your Understanding & Support inThese Uncertain Times Covid Hours 8 am til 6 pm Sunday 8am - 4pm Tuesday Closed Copyright Simple Bliss Vegan Cafe",Welcome,,,restaurant
,Street Food 360,"STREET is an eclectic, casual restaurant and cocktail lounge that satisfies both your hunger and your wanderlust in Portsmouth, NH.",,restaurant
www.wildflourveganbakerycafe.com Coming soon.,,,,restaurant
"Experience Eagle's Nest in Ireland Experience Eagle's Nest in Ireland Experience Eagle's Nest in Ireland Experience Eagle's Nest in Ireland Experience Eagle's Nest in Ireland Experience Eagle's Nest in Ireland We take good care of you in this challenging COVID 19 times. Céad mile failte ! A Hundredthousand Welcomes in Eagle's Nest Bed & Breakfast in County Donegal, Ireland This family run guest accommodation is located in an ideal spot on the Gweebarra Bay, Lettermacaward, County Donegal. This tranquil, peaceful setting is far away from the hectic, noise and bustle of daily life. Don't feel like a guest, feel like a member of our Eagle's Nest ! Leisure recommendations New from April 2017 Learn englisch Learn englisch in your holidays!Agree with Anne, your approved TEFL-teacher, your individual learning task, one to one or in the group. Activities Day trips can also be organised ie. Fishing in salt water and fresh water river/lakes. Do you like photographing? Amazing photos with MotivSehen: Guided tours to learn how to make the perfect photo Partner sites Reviews Address Eagle’s Nest Bed & Breakfast Contact Tel: 00353 (0) 74 9544893 © Eagle's Nest · Mrs Anne Adam · 2017",,,,accommodation
,"Monte-Carlo Société des Bains de Mer, Hotels, restaurants, casinos in Monaco","Enjoy an unforgettable stay in Monaco with Monte-Carlo Société des Bains de Mer. Stay in the best hotels of the Principality, have lunch in the best restaurants of the Rocher and enjoy every activity the Société des Bains de Mer has to offer",,restaurant
,"zono sushi, Japanes Restaurant, Zono Sushi Burbank, Happy Hours","Zono sushi restaurant in Burbank. Enjoy our happy hours. 610 n First street Burbank, CA 91502 Tel: 818-557-6428, www.zonosushi.com","Happy Hours, zono sushi, Japanes Restaurant, Zono Sushi Burbank, Best Service, Fresh sushi, sashimi, rolls, Best in Burbank, over 22 years",restaurant
Future home of something quite cool If you're the site owner If you are a visitor,,,,restaurant
,Theory: An Upscale Chicago Sports Lounge and Restaurant,"Chicago's best Sports Bar, Lounge and Restaurant since 2008. Theory, located in the river north neighborhood of Chicago with an emphasis on great food and service.",,restaurant
,"Quiznos - Highland Mall, Sandwich Shop Near Me","Quiznos Sandwich restaurants in Mitchell serve toasted sandwiches, soups, and salads for lunch or dinner. Quiznos provides food delivery and food catering services in Mitchell, SD. We are still bringing Toasty to the masses as we have since 1981. We believe in making great tasting sandwiches from the highest quality ingredients, with freshly-sliced meats, cheese and vegetables.",,restaurant
,Home (Main),"THE BEST TABLE IN TOWN Fine Dining Experience Fine Dining Experience El Rancho Grande offers fresh, homemade dishes made to order. Our menu includes an amazing selection of seafood, chicken, steak, and unique entrees sure to satisfy any palate. Try our fajitas, chimichangas, chile rellenos, burritos, and more!",,restaurant
"Located in the beautiful Town of Blacksburg, Virginia. Home of the Virginia Tech Hokies. Welcome to Abby's Restaurant! We are Call for our daily Phone 540.953.0100 1001 N Main Street Mon - Thur 11am - 12am Fri 11am- 2am Sat 11am- 12am Sun 12am - 10pm",,,,restaurant
"Today’s Special Stir Fry Wednesday Our Famous Chicken Stir Fry, served with Rice and Salad $9.95 Today’s Events Trivia Night 8PM, Happy Hour Till 10PM Free WiFi High Speed Internet Fantasy teams, business meetings, Facebook addicts? ©2020",,,,restaurant
"DINE-IN GUESTS: PLEASE WEAR A MASK UNTIL SEATED. HARVEY’S GRILL & BAR HARVEY’S GRILL & BAR HARVEY’S GRILL & BAR HARVEY’S GRILL & BAR HARVEY’S GRILL & BAR At Harvey's we're focused on elevating your experience. From our chef-created menu and frequent seasonal menu development; to our hand-crafted original cocktails, right down to our atmosphere. Our goal is to provide an elevated dining experience for any occasion. Harvey’s Grill & Bar Hours: Monday-Thursday 11am-10pm Friday - Saturday 11am-11pm Sunday 9am-1pm Brunch 1pm-9pm Lunch/Dinner ©2020 Harvey’s Grill & Bar",,,,restaurant
,Pick Up or Delivery 412-221-9595,"Specialty pizza, sandwiches and salads all prepared on our handmade flatbread. Vegan friendly.",,restaurant
"(805)-736-9996 or (805)-315-3118 Select Page Welcome to Tom’s “Home of the Educated Hamburger” “Although we are known for our burgers from A to Z, we have a wide variety of food to choose from…” ‘author unknown…’ PHONE (805)-736-9996 (805)-315-3118 Come Join Us! Monday Closed Tuesday 11:00am 7:00pm Wednesday 11:00am 7:00pm Thursday 11:00am 7:00pm Friday 11:00am 7:00pm Saturday 8:00am 7:00pm Sat. Breakfast till 11am DINE-OUTSIDE | TAKE-OUT Tom’s Burgers 115 E College Ave #13 Lompoc, Ca 93436",,,,restaurant
,A&W Restaurants,"Looking for some hometown goodness? Take a look at what's going on at your local A&W, stop in and lets us know how we're doing!",,restaurant
"BLUE BAY SEAFOOD Call Your Carry Out Order In Ahead (864) 574-1144 Check us out on Facebook for daily promotions and specials! Join us Monday and Thursdays for Our Super Specials...Baby Flounder $5.49...Chicken Tenders $5.49...Baby Shrimp $5.99 ..!!! Take home a "" Enjoy a great meal from our family-style Hours of Operation Monday-Thursday, Friday, Saturday, Sunday, We proudly accept the following, as well as debit cards. Blue Bay Seafood 1533 John B. White Sr. Boulevard Spartanburg 29301-3811 Toll Free: (866) 419-5551 Copyright © 2013",,,,restaurant
"New temporary carryout hours at both locations until further notice 1080 South Broadway, 859-252-YAYA (9292) Hours: 294 E. Brannon Rd, 859-245-YAYA (9292) Hours: Please select a location to view today's menu. Broadway Location Brannon Crossing",,,,restaurant
